Renew,Figure,NumberApplicants,NumbWords,NumbChars,NumberOfClasses,product,appnumber
1,1,1,4,26,3,1,3065802
1,0,1,1,7,3,1,3065869
1,0,1,1,7,3,1,3065877
1,1,1,1,6,3,1,3065919
0,0,1,1,8,1,1,3065935
1,0,1,1,7,3,1,3065943
1,0,1,1,7,1,1,3065968
1,1,1,4,25,2,1,3065992
1,0,1,1,7,1,1,3066008
0,0,1,1,7,2,0,3066016
1,0,1,2,12,1,1,3066041
0,0,1,1,7,1,1,3066057
0,0,1,1,10,3,1,3066107
1,1,1,1,8,3,1,3066149
1,0,1,1,6,1,1,3066206
1,1,1,4,14,3,1,3066214
1,0,1,1,5,1,1,3066222
0,0,1,1,6,1,1,3066248
0,0,1,3,31,1,0,3066313
1,0,1,1,10,1,1,3066321
0,1,1,5,43,1,1,3066339
1,1,1,3,15,4,1,3066354
0,0,1,3,15,2,1,3066461
1,0,1,1,7,1,1,3066487
0,0,1,1,9,1,1,3066495
1,1,1,2,14,3,1,3066503
1,0,1,2,13,7,1,3066602
0,1,1,1,9,3,1,3066611
1,0,1,2,13,1,1,3066644
1,0,1,2,17,1,1,3066651
1,1,1,1,7,4,1,3066677
0,1,1,1,2,3,1,3066693
1,0,1,1,9,4,1,3066701
0,1,1,2,16,3,1,3066719
1,0,1,2,9,1,1,3066735
1,0,1,1,9,1,1,3066768
1,1,1,1,4,1,1,3066784
1,1,1,3,20,3,1,3066801
0,0,1,2,9,3,1,3066826
1,1,1,5,28,1,1,3066842
0,0,1,2,14,2,1,3066859
0,1,1,1,7,4,0,3066867
0,0,1,2,11,3,1,3066909
1,0,1,1,9,3,1,3066958
0,1,1,1,8,3,1,3067071
1,1,1,1,10,3,1,3067089
0,0,1,1,9,3,1,3067097
1,0,1,1,8,1,1,3067162
0,0,1,2,11,2,1,3067253
0,1,1,1,7,3,1,3067279
1,0,1,1,5,1,1,3067295
1,0,1,1,7,1,1,3067311
1,0,1,1,8,1,1,3067352
0,1,1,1,7,2,1,3067386
0,0,1,1,4,1,1,3067436
1,0,1,1,10,2,1,3067444
0,1,1,1,7,2,1,3067469
0,1,1,3,12,6,1,3067626
0,1,1,1,6,2,1,3067667
1,0,1,1,9,1,1,3067709
1,0,1,2,19,1,1,3067725
1,0,1,1,5,1,1,3067733
1,1,1,1,2,3,1,3067758
1,0,1,1,9,1,0,3067774
1,0,1,1,5,1,1,3067782
1,0,1,1,7,1,1,3067857
1,0,1,1,7,3,1,3067873
1,1,1,2,9,1,1,3067881
0,1,1,1,9,2,1,3067915
1,0,1,1,3,7,1,3067923
1,1,1,1,5,1,1,3067931
0,0,1,1,9,2,1,3067964
1,0,1,3,16,2,1,3067972
1,0,1,1,10,1,1,3068053
0,1,1,2,13,1,0,3068095
0,0,1,1,4,2,1,3068111
1,1,1,1,1,4,1,3068152
1,0,1,4,21,2,1,3068251
1,0,1,1,8,1,1,3068277
1,1,1,1,6,1,1,3068293
1,0,1,1,11,1,1,3068335
0,0,1,2,10,4,1,3068368
1,0,1,1,4,3,1,3068376
0,1,1,2,12,1,1,3068401
1,0,1,4,21,3,1,3068434
1,0,1,3,22,3,1,3068467
0,1,1,1,6,1,1,3068483
1,1,1,1,10,3,1,3068566
1,1,1,2,15,4,1,3068574
1,0,1,1,8,1,1,3068608
1,0,1,1,7,2,1,3068624
1,0,1,1,6,2,1,3068641
1,1,1,2,23,2,1,3068707
1,0,1,1,6,2,1,3068756
1,1,1,1,10,1,1,3068781
0,1,1,1,1,4,1,3068814
0,0,1,1,10,2,1,3068830
1,1,1,2,8,5,1,3068863
1,1,1,4,23,3,1,3068947
1,0,1,1,5,1,1,3068954
1,0,1,1,8,1,1,3068988
0,1,1,2,20,3,1,3069077
1,1,1,4,25,3,1,3069085
1,1,1,1,3,4,1,3069093
0,1,1,2,20,3,1,3069101
0,1,1,1,2,1,1,3069119
1,1,1,1,8,1,1,3069242
1,1,1,1,7,1,1,3069259
1,0,1,1,8,2,1,3069267
1,1,1,2,13,1,1,3069275
1,0,1,3,15,1,1,3069317
0,1,1,6,39,3,1,3069333
1,0,1,1,11,1,1,3069358
0,1,1,2,10,3,0,3069374
1,0,1,1,8,2,1,3069382
1,1,1,4,22,3,1,3069416
1,1,1,2,17,2,1,3069432
1,1,1,4,37,1,1,3069465
1,1,1,10,73,1,1,3069507
1,1,1,9,65,1,1,3069523
1,1,1,27,174,1,1,3069572
1,0,1,2,15,3,0,3069689
1,0,1,1,12,2,1,3069713
0,1,1,2,13,1,0,3069796
0,1,1,2,8,2,1,3069812
1,0,1,3,15,3,1,3069846
1,0,1,1,7,2,1,3070059
1,0,1,1,9,2,1,3070067
1,0,1,1,8,3,1,3070091
0,0,1,1,7,2,1,3070117
1,0,1,1,8,3,1,3070158
1,0,1,1,6,3,1,3070166
1,1,1,2,16,1,1,3070174
1,1,1,2,15,1,1,3070182
0,0,1,1,9,2,1,3070281
1,0,1,1,10,3,1,3070323
0,0,1,1,7,1,1,3070381
1,0,1,1,8,7,1,3070398
1,0,1,1,7,1,1,3070414
1,1,1,2,12,1,0,3070463
1,1,1,2,11,1,1,3070539
0,0,1,1,11,4,1,3070554
0,0,1,1,8,3,1,3070571
0,1,1,5,29,1,0,3070612
1,1,1,1,4,3,1,3070653
1,0,1,1,3,1,1,3070729
1,0,1,1,8,2,1,3070828
1,0,1,1,5,1,1,3070851
1,0,1,1,8,3,1,3070935
1,1,1,2,13,1,1,3070984
1,0,1,1,8,2,0,3070992
0,0,1,3,16,6,1,3071065
1,1,1,4,32,3,0,3071099
1,0,1,1,7,3,1,3071198
1,0,1,1,8,1,1,3071206
1,0,1,1,7,3,1,3071248
0,0,1,1,7,3,1,3071255
1,1,1,1,6,1,1,3071313
0,0,1,1,5,3,1,3071404
0,0,1,1,10,3,1,3071421
1,0,1,1,6,1,1,3071461
1,0,1,3,15,6,1,3071479
1,1,1,3,22,1,1,3071487
0,0,1,3,23,6,1,3071495
1,0,1,1,3,6,1,3071511
1,0,1,1,6,3,1,3071594
0,0,1,1,11,2,1,3071602
1,0,1,1,8,4,1,3071693
1,0,1,2,12,2,1,3071768
0,0,1,1,5,1,1,3071792
1,0,1,1,11,3,1,3071818
1,0,1,1,7,4,1,3071826
0,0,1,1,9,1,1,3071834
0,0,1,2,15,1,1,3071842
0,0,1,1,3,2,1,3071883
1,0,1,1,10,4,1,3071891
1,0,1,1,8,3,1,3071909
1,0,1,1,8,4,1,3071933
0,0,1,1,4,2,1,3071941
1,0,1,1,9,4,1,3071958
0,0,1,1,4,2,1,3071982
0,0,1,1,4,2,1,3071991
1,0,1,2,12,3,1,3072022
1,0,1,2,14,3,1,3072071
1,0,1,1,3,1,1,3072097
0,1,1,1,4,12,1,3072105
0,1,1,2,13,3,0,3072162
1,1,1,4,28,1,1,3072204
1,0,1,2,9,1,1,3072295
1,0,1,1,7,1,1,3072329
1,0,1,1,5,11,1,3072402
1,0,1,1,6,3,1,3072436
1,0,1,1,6,1,1,3072469
0,1,1,3,22,2,1,3072485
0,1,1,3,22,2,1,3072501
0,1,1,2,14,4,1,3072519
1,1,1,1,8,3,1,3072551
1,1,1,1,2,2,1,3072568
0,1,1,2,13,5,1,3072584
1,0,1,1,8,5,1,3072626
1,0,1,1,9,1,1,3072634
0,1,1,1,3,1,1,3072642
1,0,1,1,8,1,1,3072659
0,0,1,1,3,1,1,3072675
1,1,1,6,48,1,1,3072717
0,1,1,5,50,1,1,3072733
0,1,1,1,3,1,1,3072741
1,1,1,2,18,1,1,3072774
1,0,1,3,21,3,1,3072782
1,1,1,4,22,1,1,3072816
1,1,1,1,6,3,1,3072824
1,0,1,1,10,1,1,3072873
0,1,1,4,19,4,1,3072956
1,0,1,1,11,3,1,3072998
1,1,1,1,9,2,1,3073021
1,1,1,1,6,3,1,3073038
1,0,1,1,6,3,1,3073061
0,0,1,1,7,1,1,3073145
0,1,1,1,9,3,1,3073186
1,1,1,1,8,3,1,3073202
0,1,1,1,7,3,1,3073211
0,1,1,1,9,3,1,3073236
1,1,1,1,10,1,1,3073351
0,1,1,2,13,1,1,3073418
1,0,1,4,23,3,0,3073426
1,0,1,3,16,3,1,3073442
1,0,1,1,7,2,1,3073459
1,0,1,1,7,3,0,3073491
1,1,1,1,10,3,1,3073558
1,0,1,2,9,1,1,3073566
1,0,1,1,9,1,1,3073608
1,0,1,1,6,2,1,3073641
0,1,1,1,5,2,1,3073657
1,0,1,1,6,2,1,3073731
1,1,1,1,12,3,1,3073798
0,0,2,1,6,3,0,3073848
1,1,1,2,13,3,0,3073863
1,1,1,1,7,3,1,3073871
0,1,1,1,5,3,1,3073897
0,1,1,2,12,1,1,3074036
1,1,1,2,16,2,1,3074101
1,0,1,1,6,1,1,3074127
1,1,1,11,75,1,1,3074135
0,1,1,1,2,7,1,3074143
0,0,1,1,7,1,1,3074151
1,1,1,1,9,3,1,3074234
1,1,1,1,7,3,0,3074259
1,0,1,1,3,3,1,3074267
0,1,2,7,63,3,1,3074325
0,0,1,1,6,3,1,3074333
0,1,1,2,12,2,1,3074374
1,1,1,2,10,2,1,3074408
0,1,1,1,8,3,1,3074622
0,0,1,3,15,2,1,3074648
0,1,2,2,11,3,0,3074739
0,1,2,1,8,3,0,3074754
1,0,1,1,6,2,1,3074762
0,1,2,2,12,3,0,3074812
0,1,1,1,11,2,1,3074853
0,1,1,3,30,3,0,3074879
0,1,1,1,7,1,1,3074895
0,1,1,1,8,1,1,3074929
0,1,1,1,9,1,1,3074986
0,0,1,1,7,2,1,3075082
0,0,1,1,3,3,0,3075141
1,0,1,1,17,1,1,3075165
0,1,1,1,7,1,1,3075173
1,0,1,1,9,2,1,3075249
0,0,1,1,7,1,1,3075264
1,0,1,1,12,2,1,3075413
1,0,1,1,16,1,1,3075454
1,1,1,2,9,2,0,3075462
1,1,1,2,13,8,1,3075488
0,1,1,2,10,3,1,3075553
0,1,1,7,51,2,0,3075561
0,1,1,7,51,2,0,3075579
0,1,1,3,18,1,1,3075587
1,1,1,1,5,1,1,3075595
1,1,1,4,51,2,1,3075603
1,1,1,6,52,2,1,3075629
1,0,1,1,5,1,1,3075645
1,1,1,1,12,1,0,3075686
1,0,1,1,6,3,1,3075744
0,1,1,1,2,1,1,3075793
1,0,1,1,7,1,0,3075801
1,1,1,2,12,1,0,3075843
0,1,1,1,7,1,1,3075876
0,1,1,3,27,1,1,3075918
0,1,1,3,26,4,1,3076056
0,1,1,3,27,1,1,3076114
0,1,1,3,27,1,1,3076122
1,1,1,3,18,1,1,3076205
0,1,1,3,18,1,1,3076247
1,0,1,1,10,7,1,3076379
1,0,1,1,10,1,1,3076395
1,1,1,1,9,1,1,3076445
1,1,1,1,4,2,1,3076461
1,1,1,2,10,1,1,3076486
0,0,1,1,10,3,1,3076494
0,1,1,1,7,1,1,3076511
0,1,1,2,16,1,1,3076536
0,1,1,4,36,1,1,3076577
1,1,1,2,13,3,1,3076585
0,1,1,3,31,3,0,3076627
0,1,1,3,24,1,1,3076734
1,0,1,1,6,1,0,3076759
0,1,1,3,24,1,1,3076775
1,1,1,5,42,1,1,3076924
0,1,1,3,17,1,0,3077013
0,1,1,3,21,3,0,3077054
1,1,1,1,6,1,1,3077187
1,1,1,1,6,1,1,3077229
0,1,1,2,10,1,1,3077245
1,1,1,1,8,3,1,3077278
1,1,1,2,9,1,1,3077435
0,1,1,1,9,3,1,3077443
1,0,1,1,4,4,1,3077468
0,0,1,1,10,1,1,3077484
0,0,1,1,9,1,1,3077492
1,0,1,2,10,3,1,3077526
1,1,1,1,7,5,1,3077591
1,0,1,3,21,1,1,3077658
0,0,2,1,8,2,1,3077708
1,1,1,1,4,1,1,3077716
1,1,1,2,10,2,1,3077732
1,1,1,4,24,3,1,3077781
1,1,1,2,9,3,1,3077849
1,1,1,3,16,3,1,3077856
0,1,1,1,6,3,1,3077914
1,1,1,2,9,3,1,3078003
0,0,1,1,8,1,1,3078052
0,0,1,1,7,1,1,3078094
0,0,1,1,4,1,1,3078102
0,0,1,1,10,1,1,3078136
1,0,1,3,14,1,1,3078185
0,1,1,1,3,3,1,3078227
1,1,1,5,24,1,1,3078235
0,1,1,1,2,3,1,3078251
1,0,1,1,8,3,1,3078268
0,0,1,1,9,2,1,3078318
1,1,1,2,17,4,1,3078359
1,1,1,1,7,3,1,3078375
1,1,1,1,8,1,0,3078383
0,1,1,1,5,1,1,3078391
0,1,1,1,10,4,0,3078425
1,1,1,3,66,5,0,3078433
1,1,1,3,46,5,0,3078474
1,0,1,2,12,3,1,3078516
1,1,1,4,57,5,0,3078532
0,1,1,1,5,3,1,3078541
1,1,1,1,5,1,1,3078565
0,1,1,5,36,2,1,3078581
0,1,1,1,10,3,1,3078599
0,0,1,3,22,3,1,3078615
0,1,1,1,5,2,0,3078763
1,1,1,2,17,3,1,3078797
0,0,1,1,10,3,1,3078813
1,0,1,1,5,3,1,3078862
1,0,1,1,6,1,1,3078904
0,0,1,1,7,2,1,3078953
1,1,1,4,23,1,1,3078961
1,1,1,1,8,2,1,3078979
0,1,1,2,9,1,1,3078987
0,1,1,2,14,3,1,3079051
1,0,1,2,9,1,0,3079076
1,1,1,1,10,2,1,3079084
1,1,1,1,20,3,1,3079118
0,1,1,4,28,3,1,3079126
1,0,1,1,5,1,1,3079142
0,1,1,1,7,3,0,3079167
1,0,1,1,11,13,1,3079241
1,1,1,1,7,3,0,3079407
1,1,1,1,10,1,1,3079423
0,0,1,1,11,1,1,3079449
0,1,1,3,29,2,0,3079514
1,1,1,2,13,2,1,3079531
1,1,1,6,29,2,1,3079571
1,1,1,1,6,1,1,3079589
0,1,1,2,8,3,1,3079613
1,0,1,1,6,3,1,3079639
0,0,1,1,9,3,1,3079647
0,0,1,1,9,3,1,3079671
1,1,1,2,12,3,1,3079746
0,1,1,2,10,1,0,3079761
0,1,1,3,28,1,0,3079787
1,1,1,2,9,4,1,3079795
1,1,1,1,4,1,1,3079852
0,1,1,7,34,3,1,3079894
1,1,1,1,9,3,0,3080009
1,1,1,2,13,3,1,3080041
1,1,1,5,33,3,0,3080108
0,0,1,1,7,2,0,3080116
1,1,1,3,26,1,1,3080215
0,0,1,1,9,2,1,3080272
0,1,1,1,3,3,1,3080306
0,1,1,3,10,3,1,3080363
1,1,1,4,21,1,1,3080389
1,0,1,1,2,3,1,3080397
1,1,1,1,11,1,0,3080405
0,1,1,2,11,1,1,3080413
1,1,1,1,9,1,1,3080462
0,1,1,1,6,3,1,3080603
1,0,1,1,9,2,1,3080611
1,0,1,1,8,1,1,3080629
1,0,1,1,4,3,1,3080652
0,1,1,1,1,3,1,3080661
1,0,1,1,6,8,1,3080686
0,1,1,2,12,3,1,3080744
0,0,1,2,14,3,1,3080785
1,0,1,2,11,1,1,3080827
1,0,1,1,8,1,1,3080835
0,1,1,2,13,1,1,3080876
1,1,1,2,7,3,1,3080884
1,0,1,1,7,1,1,3080975
0,0,1,1,7,1,1,3081007
1,0,1,1,10,1,1,3081015
0,0,1,1,11,1,1,3081023
1,0,1,1,7,3,1,3081031
1,1,1,2,22,4,1,3081122
1,0,1,6,43,7,1,3081296
0,0,1,2,19,1,1,3081528
1,0,1,1,10,1,1,3081569
0,0,1,1,8,3,1,3081577
1,0,1,1,10,1,1,3081643
1,1,1,2,25,2,1,3081668
0,0,1,1,8,1,1,3081734
0,0,1,1,6,3,1,3081742
0,0,1,3,5,1,0,3081817
0,0,1,1,13,1,1,3081891
0,0,1,1,10,1,1,3081916
1,0,1,1,10,1,1,3081932
1,0,1,1,11,1,1,3081941
1,0,1,1,13,1,1,3081957
0,0,1,1,10,1,1,3081965
1,1,1,5,28,2,1,3082021
1,0,1,1,7,2,1,3082328
0,0,1,1,8,1,1,3082385
1,1,1,1,2,1,1,3082591
1,1,1,1,6,3,1,3082617
0,1,1,2,13,7,1,3082658
1,1,1,4,17,4,1,3082666
1,0,1,1,8,1,1,3082708
1,0,1,1,4,1,1,3082765
0,1,1,1,5,2,1,3082781
1,0,1,1,3,3,1,3082799
0,1,1,3,16,1,1,3082823
1,0,1,1,3,1,1,3082856
1,0,1,1,4,2,1,3082955
1,0,1,1,6,3,1,3082963
0,1,1,3,20,4,1,3082971
0,0,1,1,4,1,1,3082989
1,1,1,1,16,1,1,3083052
0,0,1,1,15,1,1,3083128
0,1,1,1,6,1,1,3083144
0,1,1,3,35,1,1,3083169
1,0,1,3,15,1,1,3083243
0,1,1,2,12,1,1,3083284
1,1,1,3,20,2,1,3083326
0,0,1,2,17,4,1,3083359
0,1,1,1,6,1,0,3083375
0,0,1,2,13,4,1,3083383
1,0,1,1,15,4,1,3083573
1,0,1,2,12,1,1,3083607
0,1,1,3,18,1,1,3083615
0,0,1,1,4,2,1,3083656
0,1,1,2,12,1,1,3083664
1,1,1,15,100,2,1,3083681
1,1,1,1,4,5,1,3083698
0,0,1,2,12,4,1,3083714
1,0,1,1,8,1,1,3083731
1,0,1,1,9,3,1,3083771
0,0,1,1,9,1,1,3083789
1,1,1,1,13,6,1,3083813
0,0,1,2,9,1,1,3083862
1,0,1,1,8,1,1,3083904
1,0,1,1,13,1,1,3083953
1,0,1,2,9,1,1,3083961
0,0,1,2,10,3,0,3084035
0,0,1,3,19,3,0,3084068
0,0,1,4,28,3,0,3084084
0,0,1,2,8,2,1,3084092
1,0,1,2,9,2,1,3084101
1,0,1,2,9,2,1,3084118
1,1,1,2,16,2,1,3084209
1,1,1,3,24,4,1,3084332
1,0,1,1,8,2,1,3084341
1,1,1,1,9,3,1,3084381
0,0,1,2,16,4,1,3084415
1,1,1,1,1,1,0,3084423
0,1,1,4,22,1,0,3084449
0,0,1,1,9,1,1,3084506
0,0,1,2,12,1,1,3084522
1,1,1,3,16,1,1,3084531
1,1,1,2,10,6,1,3084639
1,1,1,1,5,1,1,3084746
1,1,1,2,11,1,1,3084795
1,1,1,1,9,1,1,3084803
1,1,1,4,30,2,0,3084837
0,0,1,1,9,2,1,3085099
1,0,1,1,7,3,1,3085131
0,0,1,2,14,5,1,3085181
1,0,1,2,14,4,1,3085198
0,0,1,1,7,2,1,3085214
0,0,1,1,11,1,1,3085231
0,0,1,2,15,1,1,3085255
0,1,1,1,5,3,1,3085297
0,1,1,2,8,3,1,3085313
0,1,1,2,12,4,1,3085321
1,0,1,1,8,1,1,3085362
1,1,1,1,13,3,1,3085404
0,0,1,1,5,4,1,3085479
1,0,1,1,9,1,1,3085495
0,0,1,3,23,2,1,3085611
1,0,1,3,18,1,1,3085628
0,0,1,2,7,3,1,3085685
0,0,1,2,15,2,1,3085768
1,1,1,5,42,3,1,3085792
0,0,1,1,7,3,1,3085818
0,1,1,3,28,1,1,3085875
1,0,1,2,9,3,1,3085917
0,1,1,2,13,2,1,3085925
1,1,1,1,8,3,1,3086121
1,0,1,1,5,3,1,3086212
1,0,1,1,11,3,1,3086221
0,0,1,1,6,3,1,3086246
1,1,1,2,11,2,1,3086253
1,1,1,3,18,1,1,3086261
0,0,1,1,8,2,1,3086402
0,1,1,3,25,1,1,3086444
1,0,1,1,5,2,1,3086485
1,1,1,2,22,4,1,3086568
0,1,1,5,33,3,1,3086584
1,1,1,1,7,4,1,3086592
1,1,1,1,6,3,0,3086601
0,1,1,3,17,3,1,3086618
1,1,1,4,26,3,1,3086634
1,0,1,2,20,2,1,3086683
0,0,1,1,7,2,0,3086774
1,1,1,1,8,2,1,3086857
1,1,1,2,12,1,1,3086865
1,0,1,1,5,1,1,3086899
1,1,1,1,3,2,1,3086907
0,1,1,2,9,2,1,3086949
1,1,1,7,58,3,1,3086964
1,0,1,1,5,3,1,3087004
1,0,1,1,6,6,1,3087038
1,1,1,1,3,1,1,3087061
1,1,1,4,35,3,1,3087087
0,1,1,2,17,3,1,3087129
1,0,1,1,8,3,1,3087244
0,0,1,1,3,2,1,3087269
0,0,1,1,12,3,1,3087293
1,1,1,2,10,10,1,3087335
1,1,1,2,12,3,1,3087459
1,1,1,3,13,4,1,3087475
1,0,1,2,16,1,1,3087533
0,1,1,4,19,5,1,3087541
0,0,1,1,9,1,1,3087566
0,0,1,2,10,1,0,3087582
1,0,1,1,6,2,1,3087822
0,1,1,2,8,2,1,3087831
1,0,1,1,10,1,1,3087939
0,0,1,3,15,1,1,3087988
1,0,1,2,12,1,0,3088036
0,0,1,1,8,3,1,3088051
0,0,1,1,8,4,1,3088093
1,0,1,1,9,3,1,3088101
1,1,1,4,21,3,1,3088151
0,0,1,2,9,2,1,3088176
0,0,1,2,9,2,1,3088184
0,1,1,1,3,4,1,3088267
0,0,1,1,6,3,1,3088283
0,1,1,2,14,3,1,3088317
1,1,1,2,9,4,1,3088374
0,0,1,4,30,1,1,3088416
0,0,1,2,20,1,1,3088432
1,1,1,3,15,3,1,3088457
1,1,1,4,35,10,1,3088465
0,1,1,3,10,7,1,3088515
0,0,1,1,4,3,0,3088606
1,1,1,2,8,3,1,3088697
1,0,1,2,7,4,1,3088721
1,1,1,1,14,3,0,3088762
1,1,1,2,9,3,1,3088796
0,0,1,2,16,1,1,3088804
1,0,1,1,12,2,1,3088812
1,0,1,1,9,4,1,3088846
1,0,1,1,10,3,1,3088879
1,1,1,1,7,3,1,3088903
1,1,1,2,16,1,1,3088937
1,0,1,1,7,1,1,3089059
0,0,1,3,15,3,1,3089117
1,1,1,2,10,3,1,3089133
1,0,1,2,16,1,1,3089158
0,0,1,1,9,3,1,3089182
1,1,1,2,10,3,1,3089191
1,0,1,2,11,2,1,3089216
1,0,1,1,7,1,1,3089331
1,0,1,1,8,3,1,3089349
1,0,1,1,7,1,1,3089372
0,0,1,1,7,3,1,3089381
1,0,1,3,11,3,1,3089455
1,1,1,2,13,2,1,3089562
0,1,1,2,14,2,1,3089588
1,0,1,1,12,3,1,3089612
1,0,1,1,10,3,1,3089638
0,0,1,1,9,1,1,3089661
0,1,1,7,40,1,1,3089778
0,0,1,1,11,3,1,3089885
0,1,1,6,48,3,0,3089927
0,1,1,2,12,7,1,3089935
1,1,1,1,4,3,0,3089951
0,1,1,2,12,7,1,3089976
1,0,1,1,16,3,1,3090032
0,0,1,1,13,3,1,3090065
1,1,1,2,14,8,1,3090081
0,1,1,2,14,3,0,3090099
1,1,1,2,12,8,1,3090107
1,0,1,2,11,3,1,3090115
1,0,1,4,21,3,0,3090149
0,0,1,1,7,1,1,3090181
1,1,1,3,17,2,0,3090198
1,1,1,1,7,3,1,3090214
0,1,1,5,28,1,1,3090289
0,1,1,1,10,3,1,3090297
1,0,1,1,7,1,0,3090305
0,1,1,1,7,1,0,3090347
1,0,1,1,8,1,1,3090354
0,1,1,1,5,3,1,3090412
0,1,1,4,35,2,1,3090453
1,0,1,2,15,2,1,3090529
1,1,1,2,15,2,1,3090561
1,1,1,1,10,1,1,3090586
0,0,1,1,10,3,1,3090611
1,1,1,2,11,3,1,3090636
1,0,1,1,6,1,1,3090644
0,0,1,2,11,3,1,3090677
0,0,1,2,10,3,1,3090685
0,0,1,1,3,3,1,3090693
0,1,1,1,9,2,1,3090776
1,0,1,1,7,1,1,3090784
0,0,1,2,8,3,1,3090792
0,1,2,1,4,1,1,3090859
1,0,1,3,17,1,1,3090891
1,0,1,2,10,2,1,3090974
1,0,1,1,9,2,1,3090991
1,0,1,1,3,3,1,3091063
1,0,1,1,6,1,1,3091097
1,0,1,1,4,1,1,3091121
1,0,1,1,8,2,1,3091196
1,0,1,1,5,1,1,3091204
0,1,1,2,17,3,1,3091221
1,0,1,1,7,3,1,3091261
0,1,1,3,19,6,1,3091337
0,0,1,1,6,2,1,3091361
0,1,1,2,13,2,1,3091444
1,0,1,1,9,3,1,3091469
1,0,1,1,6,1,1,3091535
0,0,1,3,30,3,1,3091584
0,1,1,2,11,4,1,3091667
1,0,1,1,8,1,1,3091733
1,0,1,2,12,3,1,3091758
1,0,1,1,6,1,1,3091841
1,0,1,3,8,1,1,3091899
1,0,1,1,8,1,1,3091915
0,0,1,1,6,1,1,3091923
1,0,1,2,10,3,1,3091931
1,0,1,1,3,3,1,3091998
0,0,1,4,31,5,1,3092004
0,0,1,1,11,1,0,3092021
0,0,1,1,7,3,1,3092038
0,0,1,2,7,3,1,3092079
0,0,1,1,7,3,1,3092103
1,0,1,1,7,1,1,3092152
1,1,1,3,25,2,1,3092161
1,0,1,1,9,1,1,3092211
0,1,1,3,14,1,1,3092236
1,1,1,2,11,3,1,3092251
1,1,1,4,15,2,1,3092285
0,0,1,1,6,1,1,3092293
0,1,1,3,14,1,1,3092319
1,1,1,1,5,1,1,3092351
0,1,1,1,7,1,1,3092376
1,1,1,2,11,3,1,3092401
0,1,1,4,25,3,0,3092418
1,1,1,3,20,2,1,3092533
0,0,1,1,8,1,1,3092591
1,1,1,2,13,3,1,3092624
0,1,1,1,5,4,0,3092657
1,0,1,1,8,5,1,3092681
0,1,1,3,20,1,1,3092699
0,0,1,1,5,1,1,3092715
0,1,1,2,11,1,1,3092723
1,0,1,2,13,1,1,3092749
0,0,1,3,21,5,1,3092772
1,0,1,1,8,1,1,3092814
1,0,1,1,8,3,1,3092848
1,1,1,2,8,3,1,3092971
1,0,1,1,8,2,1,3093119
0,0,1,1,9,1,1,3093135
1,0,1,1,17,1,1,3093143
1,1,1,1,13,3,1,3093192
1,0,1,1,7,1,1,3093218
1,1,1,2,14,2,1,3093283
1,1,1,4,27,2,1,3093291
1,1,1,4,22,3,1,3093325
1,1,1,4,22,5,1,3093333
0,0,1,1,6,4,1,3093358
1,0,1,1,9,1,1,3093374
1,0,1,3,24,5,1,3093382
0,0,1,3,26,5,1,3093457
1,0,1,3,22,5,1,3093465
0,0,1,1,9,3,1,3093499
0,1,1,2,8,1,1,3093515
0,1,1,3,35,3,1,3093556
0,1,1,3,14,5,1,3093572
0,1,1,1,3,3,1,3093598
0,1,1,1,10,3,1,3093614
0,1,1,1,3,3,1,3093622
1,1,1,1,1,5,1,3093648
1,0,1,1,6,1,1,3093655
0,1,1,1,3,3,1,3093689
1,1,1,1,6,3,1,3093747
1,0,1,1,5,2,1,3093796
0,0,1,1,7,1,1,3093804
0,1,1,3,20,1,1,3093861
1,0,1,1,7,3,1,3093911
0,0,1,1,8,2,1,3093929
0,0,1,1,10,5,1,3093937
1,0,1,1,8,1,1,3093961
1,1,1,2,11,3,1,3093986
1,0,1,1,9,3,1,3094034
1,1,1,2,6,5,1,3094075
1,1,1,1,1,3,1,3094083
1,1,1,1,4,1,0,3094091
0,1,1,3,23,3,1,3094117
0,1,1,1,7,3,1,3094174
0,1,1,3,26,3,1,3094182
0,1,1,2,7,3,1,3094224
0,1,1,1,7,2,1,3094406
0,1,1,2,9,3,1,3094463
1,0,1,1,12,2,1,3094505
0,1,1,1,2,3,1,3094513
0,0,1,1,4,4,1,3094521
0,0,1,2,12,1,1,3094588
0,0,1,1,11,3,1,3094604
0,0,1,1,10,1,1,3094646
0,1,1,5,38,2,1,3094711
1,0,1,2,6,2,1,3094729
1,0,1,1,11,2,1,3094745
0,1,1,2,14,7,1,3094761
1,0,1,1,4,2,1,3094794
1,0,1,2,11,1,1,3094802
1,0,1,1,13,3,1,3094836
1,0,1,1,8,2,1,3094893
1,1,1,3,16,2,1,3094943
0,0,1,2,12,4,1,3094968
0,0,1,1,10,2,1,3094984
0,1,1,1,3,3,1,3095007
1,0,1,2,10,2,1,3095106
0,0,1,1,8,3,1,3095114
1,0,1,1,6,6,1,3095122
0,0,1,1,9,1,1,3095148
0,1,1,2,16,3,1,3095288
0,0,1,1,8,1,1,3095312
1,1,1,1,8,3,1,3095353
1,0,1,2,12,3,1,3095379
0,1,1,1,6,1,1,3095437
0,1,1,1,6,1,1,3095452
1,1,1,1,6,1,0,3095494
1,1,1,1,2,3,1,3095502
0,1,1,2,19,3,1,3095528
0,1,1,2,11,1,1,3095668
1,1,1,1,7,1,0,3095701
1,1,1,5,39,3,1,3095718
